Latitude,Longitude,Speed
40.232154,29.009029,11.76
40.232124,29.009029,12.43
40.232124,29.009029,12.43
40.232093,29.009031,12.93
40.232093,29.009031,12.93
40.232059,29.009031,13.69
40.232059,29.009031,13.69
40.232025,29.009033,14.08
40.232025,29.009033,14.08
40.23199,29.009033,14.33
40.23199,29.009033,14.33
40.231952,29.009031,14.52
40.231952,29.009031,14.52
40.231918,29.009033,14.17
40.231918,29.009033,14.17
40.23188,29.009033,14.08
40.23188,29.009033,14.08
40.231845,29.009031,14.28
40.231845,29.009031,14.28
40.231807,29.009031,14.13
40.231807,29.009031,14.13
40.231773,29.009031,14.11
40.231773,29.009031,14.11
40.231739,29.009033,13.76
40.231739,29.009033,13.76
40.231704,29.009033,14.15
40.231704,29.009033,14.15
40.23167,29.009035,13.89
40.23167,29.009035,13.89
40.231636,29.009035,14.35
40.231636,29.009035,14.35
40.231597,29.009037,14.13
40.231597,29.009037,14.13
40.231563,29.009037,14.24
40.231563,29.009037,14.24
40.231529,29.009037,13.98
40.231529,29.009037,13.98
40.231491,29.00904,14.04
40.231491,29.00904,14.04
40.231456,29.009046,14.06
40.231456,29.009046,14.06
40.231422,29.009056,13.95
40.231422,29.009056,13.95
40.231388,29.009063,14.17
40.231388,29.009063,14.17
40.231349,29.009073,14.13
40.231349,29.009073,14.13
40.231315,29.009086,14.08
40.231315,29.009086,14.08
40.231281,29.009099,14.74
40.231281,29.009099,14.74
40.231246,29.009115,14.5
40.231246,29.009115,14.5
40.231208,29.009128,14.13
40.231208,29.009128,14.13
40.231178,29.009145,13.41
40.231178,29.009145,13.41
40.231136,29.009159,16.67
40.231136,29.009159,16.67
40.231098,29.009168,16.02
40.231098,29.009168,16.02
40.231056,29.009176,16.0
40.231056,29.009176,16.0
40.231014,29.00918,16.13
40.231014,29.00918,16.13
40.230972,29.009183,17.37
40.230972,29.009183,17.37
40.23093,29.009181,16.09
40.23093,29.009181,16.09
40.230888,29.00918,16.83
40.230888,29.00918,16.83
40.230842,29.009176,16.32
40.230842,29.009176,16.32
40.2308,29.009174,16.35
40.2308,29.009174,16.35
40.230758,29.009172,16.76
40.230758,29.009172,16.76
40.23072,29.009168,16.22
40.23072,29.009168,16.22
40.230678,29.009166,16.04
40.230678,29.009166,16.04
40.230636,29.009166,16.17
40.230636,29.009166,16.17
40.230594,29.009162,16.82
40.230594,29.009162,16.82
40.230556,29.00916,15.76
40.230556,29.00916,15.76
40.230514,29.009159,16.11
40.230514,29.009159,16.11
40.230472,29.009157,16.06
40.230472,29.009157,16.06
40.230434,29.009155,16.0
40.230434,29.009155,16.0
40.230396,29.009151,14.37
40.230396,29.009151,14.37
40.230358,29.009149,15.17
40.230358,29.009149,15.17
40.230319,29.009145,14.93
40.230319,29.009145,14.93
40.230285,29.00914,14.85
40.230285,29.00914,14.85
40.230243,29.00914,16.43
40.230243,29.00914,16.43
40.230205,29.00914,16.0
40.230205,29.00914,16.0
40.230167,29.009141,15.39
40.230167,29.009141,15.39
40.230125,29.009141,16.08
40.230125,29.009141,16.08
40.230083,29.009141,16.45
40.230083,29.009141,16.45
40.230041,29.009141,16.65
40.230041,29.009141,16.65
40.229999,29.009141,16.87
40.229999,29.009141,16.87
40.229957,29.009141,17.46
40.229957,29.009141,17.46
40.229911,29.009141,17.32
40.229911,29.009141,17.32
40.229869,29.009138,18.22
40.229869,29.009138,18.22
40.229824,29.009132,18.63
40.229824,29.009132,18.63
40.229774,29.009124,19.26
40.229774,29.009124,19.26
40.229728,29.009113,20.37
40.229728,29.009113,20.37
40.229679,29.009103,18.63
40.229679,29.009103,18.63
40.229633,29.009094,19.56
40.229633,29.009094,19.56
40.229583,29.009084,20.11
40.229583,29.009084,20.11
40.229534,29.009078,19.76
40.229534,29.009078,19.76
40.229484,29.009073,20.87
40.229484,29.009073,20.87
40.229431,29.009071,21.96
40.229431,29.009071,21.96
40.229377,29.009075,21.17
40.229377,29.009075,21.17
40.229324,29.009078,21.84
40.229324,29.009078,21.84
40.229267,29.009084,22.41
40.229267,29.009084,22.41
40.229209,29.009092,22.67
40.229209,29.009092,22.67
40.229152,29.009099,22.72
40.229152,29.009099,22.72
40.229095,29.009105,22.48
40.229095,29.009105,22.48
40.229042,29.009109,21.37
40.229042,29.009109,21.37
40.228992,29.009111,19.43
40.228992,29.009111,19.43
40.22895,29.009109,17.22
40.22895,29.009109,17.22
40.228908,29.009105,15.58
40.228908,29.009105,15.58
40.228874,29.009101,13.08
40.228874,29.009101,13.08
40.228843,29.009098,12.48
40.228843,29.009098,12.48
40.228813,29.009094,12.13
40.228813,29.009094,12.13
40.228778,29.00909,14.5
40.228778,29.00909,14.5
40.22874,29.009086,16.74
40.22874,29.009086,16.74
40.228694,29.009082,18.24
40.228694,29.009082,18.24
40.228649,29.009078,19.33
40.228649,29.009078,19.33
40.228599,29.009073,19.45
40.228599,29.009073,19.45
40.228553,29.009069,19.45
40.228553,29.009069,19.45
40.228504,29.009065,19.02
40.228504,29.009065,19.02
40.228458,29.009063,17.71
40.228458,29.009063,17.71
40.228416,29.009059,16.72
40.228416,29.009059,16.72
40.228378,29.009059,15.93
40.228378,29.009059,15.93
40.22834,29.009059,15.2
40.22834,29.009059,15.2
40.228305,29.009065,13.72
40.228305,29.009065,13.72
40.228271,29.009078,13.89
40.228271,29.009078,13.89
40.228244,29.009103,12.48
40.228244,29.009103,12.48
40.228229,29.00913,10.63
40.228229,29.00913,10.63
40.228225,29.009155,7.41
40.228225,29.009155,7.41
40.228229,29.009181,8.91
40.228229,29.009181,8.91
40.228237,29.009204,6.96
40.228237,29.009204,6.96
40.228252,29.00922,7.3
40.228252,29.00922,7.3
40.228267,29.009235,8.48
40.228267,29.009235,8.48
40.228282,29.009243,6.28
40.228282,29.009243,6.28
40.228302,29.009246,7.3
40.228302,29.009246,7.3
40.228313,29.009248,5.54
40.228313,29.009248,5.54
40.228321,29.00925,2.35
40.228321,29.00925,2.35
40.228324,29.00925,1.37
40.228324,29.00925,1.37
40.228324,29.009252,0.78
40.228324,29.009252,0.78
40.228324,29.009252,0.33
40.228324,29.009252,0.33
40.228324,29.009252,0.07
40.228324,29.009252,0.07
40.228324,29.009252,0.2
40.228324,29.009252,0.2
40.228324,29.009254,0.15
40.228324,29.009254,0.15
40.228324,29.009252,0.07
40.228324,29.009252,0.07
40.228324,29.009254,0.15
40.228324,29.009254,0.15
40.228328,29.009254,0.07
40.228328,29.009254,0.07
40.228328,29.009254,0.09
40.228328,29.009254,0.09
40.228328,29.009254,0.11
40.228328,29.009254,0.11
40.228324,29.009254,0.0
40.228324,29.009254,0.0
40.228324,29.009254,0.15
40.228324,29.009254,0.15
40.228324,29.009254,0.06
40.228324,29.009254,0.06
40.228324,29.009254,0.06
40.228324,29.009254,0.06
40.228324,29.009254,0.06
40.228324,29.009254,0.06
40.228324,29.009254,0.06
40.228324,29.009254,0.06
40.228324,29.009254,0.06
40.228324,29.009254,0.06
40.228324,29.009256,0.06
40.228324,29.009256,0.06
40.228324,29.009256,0.02
40.228324,29.009256,0.02
40.228324,29.009256,0.07
40.228324,29.009256,0.07
40.228324,29.009256,0.0
40.228324,29.009256,0.0
40.228324,29.009256,0.07
40.228324,29.009256,0.07
40.228324,29.009256,0.04
40.228324,29.009256,0.04
40.228324,29.009256,0.02
40.228324,29.009256,0.02
40.228324,29.009256,0.11
40.228324,29.009256,0.11
40.228324,29.009256,0.04
40.228324,29.009256,0.04
40.228324,29.009256,0.06
40.228324,29.009256,0.06
40.228324,29.009256,0.06
40.228324,29.009256,0.06
40.228324,29.009256,0.11
40.228324,29.009256,0.11
40.228324,29.009256,0.09
40.228324,29.009256,0.09
40.228324,29.009256,0.2
40.228324,29.009256,0.2
40.228324,29.009256,0.09
40.228324,29.009256,0.09
40.228324,29.009256,0.06
40.228324,29.009256,0.06
40.228324,29.009258,0.3
40.228324,29.009258,0.3
40.228328,29.009258,0.04
40.228328,29.009258,0.04
40.228328,29.009258,0.19
40.228328,29.009258,0.19
40.228328,29.009258,0.04
40.228328,29.009258,0.04
40.228328,29.009258,0.07
40.228328,29.009258,0.07
40.228328,29.009258,0.06
40.228328,29.009258,0.06
40.228328,29.009258,0.3
40.228328,29.009258,0.3
40.228328,29.00926,0.24
40.228328,29.00926,0.24
40.228328,29.009258,0.07
40.228328,29.009258,0.07
40.228328,29.009258,0.04
40.228328,29.009258,0.04
40.228324,29.009258,0.02
40.228324,29.009258,0.02
40.228324,29.009258,0.06
40.228324,29.009258,0.06
40.228324,29.009258,0.06
40.228324,29.009258,0.06
40.228324,29.009258,0.07
40.228324,29.009258,0.07
40.228324,29.009256,0.0
40.228324,29.009256,0.0
40.228324,29.009256,0.06
40.228324,29.009256,0.06
40.228324,29.009256,0.24
40.228324,29.009256,0.24
40.228324,29.009256,0.3
40.228324,29.009256,0.3
40.228324,29.009256,0.15
40.228324,29.009256,0.15
40.228328,29.00926,1.37
40.228328,29.00926,1.37
40.228328,29.00926,0.61
40.228328,29.00926,0.61
40.228328,29.00926,0.61
40.228328,29.00926,0.61
40.228324,29.00926,0.22
40.228324,29.00926,0.22
40.228324,29.009262,0.44
40.228324,29.009262,0.44
40.228328,29.009263,0.5
40.228328,29.009263,0.5
40.228328,29.009263,0.59
40.228328,29.009263,0.59
40.228328,29.009265,0.61
40.228328,29.009265,0.61
40.228477,29.009284,16.28
40.228477,29.009284,16.28
40.228523,29.009283,17.96
40.228523,29.009283,17.96
40.228576,29.009283,21.61
40.228576,29.009283,21.61
40.228637,29.009286,23.67
40.228637,29.009286,23.67
40.228698,29.009288,24.76
40.228698,29.009288,24.76
40.228763,29.00929,25.04
40.228763,29.00929,25.04
40.228824,29.009294,25.15
40.228824,29.009294,25.15
40.228889,29.009294,25.17
40.228889,29.009294,25.17
40.228954,29.00929,26.08
40.228954,29.00929,26.08
40.229019,29.009288,26.5
40.229019,29.009288,26.5
40.229084,29.00929,25.15
40.229084,29.00929,25.15
40.229148,29.00929,26.45
40.229148,29.00929,26.45
40.229217,29.00929,27.54
40.229217,29.00929,27.54
40.229286,29.009288,27.52
40.229286,29.009288,27.52
40.229354,29.009286,27.71
40.229354,29.009286,27.71
40.229423,29.009286,27.34
40.229423,29.009286,27.34
40.229488,29.009288,25.87
40.229488,29.009288,25.87
40.229549,29.009288,23.89
40.229549,29.009288,23.89
40.229606,29.009294,22.06
40.229606,29.009294,22.06
40.229652,29.009304,18.41
40.229652,29.009304,18.41
40.229694,29.009305,15.43
40.229694,29.009305,15.43
40.229728,29.009305,14.02
40.229728,29.009305,14.02
40.229759,29.009302,11.76
40.229759,29.009302,11.76
40.229785,29.009286,12.5
40.229785,29.009286,12.5
40.229812,29.009263,11.65
40.229812,29.009263,11.65
40.229831,29.009235,11.17
40.229831,29.009235,11.17
40.229843,29.009204,10.0
40.229843,29.009204,10.0
40.22985,29.009176,9.13
40.22985,29.009176,9.13
40.229854,29.009149,7.89
40.229854,29.009149,7.89
40.22985,29.009124,7.22
40.22985,29.009124,7.22
40.22985,29.009105,6.63
40.22985,29.009105,6.63
40.229846,29.009084,6.78
40.229846,29.009084,6.78
40.229839,29.009065,6.93
40.229839,29.009065,6.93
40.229831,29.00905,5.61
40.229831,29.00905,5.61
40.22982,29.009037,7.7
40.22982,29.009037,7.7
40.229801,29.009027,7.69
40.229801,29.009027,7.69
40.229778,29.009023,9.54
40.229778,29.009023,9.54
40.229759,29.009027,8.69
40.229759,29.009027,8.69
40.229743,29.00904,7.19
40.229743,29.00904,7.19
40.229728,29.009061,7.93
40.229728,29.009061,7.93
40.229721,29.009084,8.72
40.229721,29.009084,8.72
40.229713,29.009111,9.54
40.229713,29.009111,9.54
40.229717,29.009141,10.41
40.229717,29.009141,10.41
40.22974,29.009172,13.04
40.22974,29.009172,13.04
40.22977,29.009199,15.24
40.22977,29.009199,15.24
40.229816,29.009212,19.3
40.229869,29.009214,22.54
40.229869,29.009214,22.54
40.229934,29.009214,25.87
40.230003,29.009216,29.09
40.230079,29.00922,32.0
40.230079,29.00922,32.0
40.230163,29.009222,34.08
40.230163,29.009222,34.08
40.230255,29.009225,36.56
40.23035,29.009231,36.8
40.23035,29.009231,36.8
40.230442,29.009235,36.58
40.230442,29.009235,36.58
40.230529,29.009241,34.91
40.230613,29.009246,32.8
40.230613,29.009246,32.8
40.230693,29.009252,32.1
40.230693,29.009252,32.1
40.230758,29.009258,26.09
40.230758,29.009258,26.09
40.230819,29.009267,23.32
40.230819,29.009267,23.32
40.230869,29.009277,19.95
40.230869,29.009277,19.95
40.230915,29.009283,17.72
40.230915,29.009283,17.72
40.230957,29.009284,16.96
40.230957,29.009284,16.96
40.230995,29.009279,15.33
40.230995,29.009279,15.33
40.231033,29.009265,16.08
40.231033,29.009265,16.08
40.231067,29.009243,16.08
40.231094,29.00921,13.63
40.231094,29.00921,13.63
40.231109,29.009178,11.87
40.231109,29.009178,11.87
40.231121,29.009149,9.17
40.231121,29.009149,9.17
40.231128,29.009126,7.89
40.231128,29.009126,7.89
40.231128,29.009105,6.67
40.231128,29.009105,6.67
40.231124,29.009084,6.98
40.231124,29.009084,6.98
40.231121,29.009063,7.22
40.231121,29.009063,7.22
40.231109,29.009044,7.78
40.231109,29.009044,7.78
40.231098,29.009027,7.95
40.231098,29.009027,7.95
40.231082,29.009012,8.48
40.231082,29.009012,8.48
40.231063,29.009,9.37
40.231063,29.009,9.37
40.231037,29.008993,10.17
40.231037,29.008993,10.17
40.231006,29.008991,12.54
40.231006,29.008991,12.54
40.230968,29.008995,17.37
40.230968,29.008995,17.37
40.230918,29.008996,21.84
40.230918,29.008996,21.84
40.230857,29.009,25.95
40.230857,29.009,25.95
40.230789,29.009,28.63
40.230712,29.009002,31.34
40.230712,29.009002,31.34
40.230628,29.009004,33.39
40.230628,29.009004,33.39
40.230545,29.009006,34.61
40.230453,29.009008,36.56
40.230453,29.009008,36.56
40.230361,29.009008,37.74
40.230262,29.009008,39.06
40.230262,29.009008,39.06
40.230163,29.00901,40.06
40.230163,29.00901,40.06
40.23006,29.00901,40.06
40.229957,29.009012,41.91
40.229957,29.009012,41.91
40.22985,29.009014,42.52
40.22985,29.009014,42.52
40.229743,29.009014,42.32
40.229637,29.009014,41.5
40.229637,29.009014,41.5
40.229534,29.009014,40.8
40.229534,29.009014,40.8
40.229434,29.009014,40.3
40.229434,29.009014,40.3
40.229331,29.009014,41.08
40.229331,29.009014,41.08
40.229225,29.009016,42.21
40.229225,29.009016,42.21
40.229118,29.009017,43.89
40.229118,29.009017,43.89
40.229003,29.009017,44.99
40.229003,29.009017,44.99
40.228889,29.009019,45.26
40.228786,29.009019,39.91
40.228786,29.009019,39.91
40.228633,29.009017,24.71
40.228591,29.009017,14.8
40.228591,29.009017,14.8
40.228569,29.009016,5.43
40.228569,29.009017,0.35
40.228569,29.009017,0.35
40.228569,29.009017,0.09
40.228569,29.009017,0.09
40.228565,29.009017,0.56
40.228565,29.009017,0.56
40.228557,29.009017,4.06
40.228557,29.009017,4.06
40.228542,29.009019,8.02
40.228542,29.009019,8.02
40.228515,29.009019,10.37
40.228515,29.009019,10.37
40.228488,29.009019,12.43
40.228488,29.009019,12.43
40.22845,29.009019,14.7
40.22845,29.009019,14.7
40.228412,29.009019,16.33
40.228412,29.009019,16.33
40.228366,29.009019,17.74
40.228366,29.009019,17.74
40.228321,29.009019,18.87
40.228321,29.009019,18.87
40.228271,29.009017,19.26
40.228271,29.009017,19.26
40.228221,29.009016,19.72
40.228221,29.009016,19.72
40.228172,29.009016,19.54
40.228172,29.009016,19.54
40.228126,29.009014,19.32
40.228126,29.009014,19.32
40.228076,29.009014,19.48
40.228076,29.009014,19.48
40.228027,29.009012,18.93
40.228027,29.009012,18.93
40.227981,29.009012,17.02
40.227981,29.009012,17.02
40.227943,29.009014,15.46
40.227943,29.009014,15.46
40.227905,29.009019,15.04
40.227905,29.009019,15.04
40.227874,29.009029,12.61
40.227874,29.009029,12.61
40.227848,29.00904,9.95
40.227848,29.00904,9.95
40.22784,29.009071,10.22
40.22784,29.009071,10.22
40.22784,29.009103,9.13
40.22784,29.009103,9.13
40.227851,29.009138,11.19
40.227851,29.009138,11.19
40.227874,29.009168,13.67
40.227874,29.009168,13.67
40.227909,29.009191,15.61
40.227909,29.009191,15.61
40.227951,29.009201,18.61
40.228008,29.009204,24.09
40.228008,29.009204,24.09
40.228069,29.009201,24.96
40.228137,29.009195,27.5
40.228214,29.009191,31.21
40.228214,29.009191,31.21
40.228302,29.009189,35.47
40.228302,29.009189,35.47
40.228397,29.009187,39.43
40.228504,29.009185,42.47
40.228504,29.009185,42.47
40.228622,29.009189,46.8
40.228622,29.009189,46.8
40.22874,29.009191,48.54
40.228866,29.009191,51.02
40.228866,29.009191,51.02
40.229,29.009193,54.12
40.229,29.009193,54.12
40.229137,29.009193,55.58
40.229137,29.009193,55.58
40.229282,29.009193,57.43
40.229282,29.009193,57.43
40.229427,29.009195,59.06
40.229583,29.009197,60.88
40.229732,29.009197,59.84
40.229732,29.009197,59.84
40.229881,29.009197,59.26
40.229881,29.009197,59.26
40.230026,29.009201,56.67
40.230026,29.009201,56.67
40.230167,29.009206,54.62
40.230293,29.009208,49.47
40.230415,29.009212,47.13
40.230415,29.009212,47.13
40.230529,29.009218,44.56
40.230636,29.009227,41.24
40.230735,29.009239,37.69
40.230735,29.009239,37.69
40.230823,29.009248,33.5
40.230903,29.009258,29.04
40.230903,29.009258,29.04
40.230972,29.009263,26.35
40.230972,29.009263,26.35
40.231037,29.00926,24.02
40.231037,29.00926,24.02
40.231094,29.009248,22.17
40.231094,29.009248,22.17
40.231136,29.009222,17.96
40.231136,29.009222,17.96
40.231166,29.009183,16.69
40.231166,29.009183,16.69
40.231185,29.00914,14.35
40.231185,29.00914,14.35
40.231189,29.009096,14.06
40.231185,29.009056,12.93
40.231185,29.009056,12.93
40.23117,29.009019,14.48
40.23117,29.009019,14.48
40.23114,29.008993,15.41
40.23114,29.008993,15.41
40.231105,29.008983,15.69
40.231105,29.008983,15.69
40.231056,29.008983,20.52
40.231056,29.008983,20.52
40.230998,29.008987,23.61
40.230998,29.008987,23.61
40.230937,29.008993,27.17
40.230861,29.008995,30.41
40.230781,29.008995,33.35
40.230781,29.008995,33.35
40.23069,29.008996,36.08
40.23069,29.008996,36.08
40.230594,29.008998,38.93
40.230491,29.009,41.71
40.230381,29.009002,44.08
40.230381,29.009002,44.08
40.230266,29.009004,46.23
40.230266,29.009004,46.23
40.230148,29.009004,46.26
40.230148,29.009004,46.26
40.230033,29.009006,45.84
40.230033,29.009006,45.84
40.229919,29.009008,45.0
40.229808,29.00901,44.32
40.229808,29.00901,44.32
40.229698,29.009012,44.28
40.229587,29.009014,44.1
40.229587,29.009014,44.1
40.229476,29.009016,44.21
40.229476,29.009016,44.21
40.229366,29.009017,43.87
40.229366,29.009017,43.87
40.229255,29.009019,44.15
40.229255,29.009019,44.15
40.229145,29.009019,44.15
40.22903,29.009019,45.43
40.22903,29.009019,45.43
40.228916,29.009019,46.93
40.228916,29.009019,46.93
40.228721,29.009019,31.76
40.228656,29.009019,23.32
40.22861,29.009019,15.91
40.22861,29.009019,15.91
40.22858,29.009019,11.61
40.228553,29.009019,10.02
40.228553,29.009019,10.02
40.228527,29.009017,10.19
40.228527,29.009017,10.19
40.2285,29.009017,9.82
40.228469,29.009017,13.11
40.228469,29.009017,13.11
40.228431,29.009017,17.28
40.228431,29.009017,17.28
40.228378,29.009019,21.11
40.228263,29.009019,24.82
40.228263,29.009019,24.82
40.228202,29.009019,24.43
40.228202,29.009019,24.43
40.228141,29.009019,23.91
